cipName,cipCode,codeFamily,my_cat1,my_cat2
Medical Physics/Biophysics,51.1304,51,Health Services and Health Sciences,Healthcare
Medical Cell Biology,51.1305,51,Health Services and Health Sciences,Healthcare
Medical Genetics,51.1306,51,Health Services and Health Sciences,Healthcare
Medical Immunology,51.1307,51,Health Services and Health Sciences,Healthcare
Medical Microbiology,51.1308,51,Health Services and Health Sciences,Healthcare
Medical Molecular Biology,51.1309,51,Health Services and Health Sciences,Healthcare
Medical Neurobiology,51.131,51,Health Services and Health Sciences,Healthcare
Medical Nutrition,51.1311,51,Health Services and Health Sciences,Healthcare
Medical Pathology,51.1312,51,Health Services and Health Sciences,Healthcare
Medical Toxicology,51.1314,51,Health Services and Health Sciences,Healthcare
"Medical Basic Sciences, Other",51.1399,51,Health Services and Health Sciences,Healthcare
Medical Scientist,51.1401,51,Health Services and Health Sciences,Healthcare
Substance Abuse/Addiction Counseling,51.1501,51,Health Services and Health Sciences,Healthcare
Psychiatric/Mental Health Services Technician,51.1502,51,Health Services and Health Sciences,Healthcare
Clinical/Medical Social Work,51.1503,51,Health Services and Health Sciences,Healthcare
Community Health Services/Liaison/Counseling,51.1504,51,Health Services and Health Sciences,Healthcare
Marriage and Family Therapy/Counseling,51.1505,51,Health Services and Health Sciences,Healthcare
Clinical Pastoral Counseling/Patient Counseling,51.1506,51,Health Services and Health Sciences,Healthcare
Psychoanalysis and Psychotherapy,51.1507,51,Health Services and Health Sciences,Healthcare
Mental Health Counseling/Counselor,51.1508,51,Health Services and Health Sciences,Healthcare
Genetic Counseling/Counselor,51.1509,51,Health Services and Health Sciences,Healthcare
"Mental and Social Health Services and Allied Professions, Other",51.1599,51,Health Services and Health Sciences,Healthcare
Nursing (R N Training),51.1601,51,Health Services and Health Sciences,Healthcare
Nursing Administration (Post-R N ),51.1602,51,Health Services and Health Sciences,Healthcare
"Nursing, Adult Health (Post-R N )",51.1603,51,Health Services and Health Sciences,Healthcare
Nursing Anesthetist (Post-R N ),51.1604,51,Health Services and Health Sciences,Healthcare
"Nursing, Family Practice (Post-R N )",51.1605,51,Health Services and Health Sciences,Healthcare
"Nursing, Maternal / Child Health (Post-R",51.1606,51,Health Services and Health Sciences,Healthcare
Nursing Midwifery (Post-R N ),51.1607,51,Health Services and Health Sciences,Healthcare
Nursing Science (Post-R N ),51.1608,51,Health Services and Health Sciences,Healthcare
"Nursing, Pediatric (Post-R N )",51.1609,51,Health Services and Health Sciences,Healthcare
"Nursing, Psychiatric / Mental Health (Po",51.161,51,Health Services and Health Sciences,Healthcare
"Nursing, Public Health (Post-R N )",51.1611,51,Health Services and Health Sciences,Healthcare
"Nursing, Surgical (Post-R N )",51.1612,51,Health Services and Health Sciences,Healthcare
Practical Nurse (L P N Training),51.1613,51,Health Services and Health Sciences,Healthcare
Nurse Assistant / Aide,51.1614,51,Health Services and Health Sciences,Healthcare
Clinical Nurse Specialist,51.1616,51,Health Services and Health Sciences,Healthcare
Critical Care Nursing,51.1617,51,Health Services and Health Sciences,Healthcare
Occupational and Environmental Health Nursing,51.1618,51,Health Services and Health Sciences,Healthcare
Opticianry/Ophthalmic Dispensing Optician,51.1801,51,Health Services and Health Sciences,Healthcare
Optometric Technician/Assistant,51.1802,51,Health Services and Health Sciences,Healthcare
Ophthalmic Technician/Technologist,51.1803,51,Health Services and Health Sciences,Healthcare
Orthoptics/Orthoptist,51.1804,51,Health Services and Health Sciences,Healthcare
"Ophthalmic and Optometric Support Services and Allied Professions, Other",51.1899,51,Health Services and Health Sciences,Healthcare
Osteopathic Medicine/Osteopathy,51.1901,51,Health Services and Health Sciences,Healthcare
Pharmacy Administration and Pharmacy Policy and Regulatory Affairs,51.2002,51,Health Services and Health Sciences,Healthcare
Pharmaceutics and Drug Design,51.2003,51,Health Services and Health Sciences,Healthcare
Medicinal and Pharmaceutical Chemistry,51.2004,51,Health Services and Health Sciences,Healthcare
Natural Products Chemistry and Pharmacognosy,51.2005,51,Health Services and Health Sciences,Healthcare
Clinical and Industrial Drug Development,51.2006,51,Health Services and Health Sciences,Healthcare
Pharmacoeconomics/Pharmaceutical Economics,51.2007,51,Health Services and Health Sciences,Healthcare
"Clinical, Hospital, and Managed Care Pharmacy",51.2008,51,Health Services and Health Sciences,Healthcare
Industrial and Physical Pharmacy and Cosmetic Sciences,51.2009,51,Health Services and Health Sciences,Healthcare
Pharmaceutical Sciences,51.201,51,Health Services and Health Sciences,Healthcare
Pharmaceutical Marketing and Management,51.2011,51,Health Services and Health Sciences,Healthcare
"Pharmacy, Pharmaceutical Sciences, and Administration, Other",51.2099,51,Health Services and Health Sciences,Healthcare
Podiatric Medicine/Podiatry,51.2101,51,Health Services and Health Sciences,Healthcare
"Public Health, General",51.2201,51,Health Services and Health Sciences,Healthcare
Environmental Health,51.2202,51,Health Services and Health Sciences,Healthcare
Health and Medical Biostatistics,51.2204,51,Health Services and Health Sciences,Healthcare
Health/Medical Physics,51.2205,51,Health Services and Health Sciences,Healthcare
Occupational Health and Industrial Hygiene,51.2206,51,Health Services and Health Sciences,Healthcare
Public Health Education and Promotion,51.2207,51,Health Services and Health Sciences,Healthcare
Community Health and Preventive Medicine,51.2208,51,Health Services and Health Sciences,Healthcare
Maternal and Child Health,51.2209,51,Health Services and Health Sciences,Healthcare
International Public Health/International Health,51.221,51,Health Services and Health Sciences,Healthcare
Health Services Administration,51.2211,51,Health Services and Health Sciences,Healthcare
Behavioral Aspects of Health,51.2212,51,Health Services and Health Sciences,Healthcare
Art Therapy/Therapist,51.2301,51,Health Services and Health Sciences,Healthcare
Dance Therapy/Therapist,51.2302,51,Health Services and Health Sciences,Healthcare
Hypnotherapy,51.2303,51,Health Services and Health Sciences,Healthcare
Movement Therapy,51.2304,51,Health Services and Health Sciences,Healthcare
Music Therapy/Therapist,51.2305,51,Health Services and Health Sciences,Healthcare
Occupational Therapy/Therapist,51.2306,51,Health Services and Health Sciences,Healthcare
Orthotist/Prosthetist,51.2307,51,Health Services and Health Sciences,Healthcare
Physical Therapy/Therapist,51.2308,51,Health Services and Health Sciences,Healthcare
Therapeutic Recreation/Recreational Therapy,51.2309,51,Health Services and Health Sciences,Healthcare
Vocational Rehabilitation Counseling/Counselor,51.231,51,Health Services and Health Sciences,Healthcare
Kinesiotherapy/Kinesiotherapist,51.2311,51,Health Services and Health Sciences,Healthcare
Assistive/Augmentative Technology and Rehabilitation Engineering,51.2312,51,Health Services and Health Sciences,Healthcare
Animal-Assisted Therapy,51.2313,51,Health Services and Health Sciences,Healthcare
Rehabilitation Science,51.2314,51,Health Services and Health Sciences,Healthcare
"Rehabilitation and Therapeutic Professions, Other",51.2399,51,Health Services and Health Sciences,Healthcare
Vet Med Something,51.2404,51,Health Services and Health Sciences,Healthcare
"Veterinary Sciences/Veterinary Clinical Sciences, General",51.2501,51,Health Services and Health Sciences,Healthcare
Veterinary Anatomy,51.2502,51,Health Services and Health Sciences,Healthcare
Veterinary Physiology,51.2503,51,Health Services and Health Sciences,Healthcare
Veterinary Microbiology and Immunobiology,51.2504,51,Health Services and Health Sciences,Healthcare
Veterinary Pathology and Pathobiology,51.2505,51,Health Services and Health Sciences,Healthcare
"Veterinary Toxicology and Pharmacology (Cert, MS, PhD)",51.2506,51,Health Services and Health Sciences,Healthcare
Large Animal/Food Animal and Equine Surgery and Medicine,51.2507,51,Health Services and Health Sciences,Healthcare
Small/Companion Animal Surgery and Medicine,51.2508,51,Health Services and Health Sciences,Healthcare
Comparative and Laboratory Animal Medicine,51.2509,51,Health Services and Health Sciences,Healthcare
"Veterinary Preventive Medicine, Epidemiology, and Public Health",51.251,51,Health Services and Health Sciences,Healthcare
Veterinary Infectious Diseases,51.2511,51,Health Services and Health Sciences,Healthcare
"Veterinary Biomedical and Clinical Sciences, Other",51.2599,51,Health Services and Health Sciences,Healthcare
Health Aide,51.2601,51,Health Services and Health Sciences,Healthcare
Home Health Aide/Home Attendant,51.2602,51,Health Services and Health Sciences,Healthcare
Medication Aide,51.2603,51,Health Services and Health Sciences,Healthcare
Rehabilitation Aide,51.2604,51,Health Services and Health Sciences,Healthcare
"Health Aides/Attendants/Orderlies, Other",51.2699,51,Health Services and Health Sciences,Healthcare
Acupuncture and Oriental Medicine,51.2701,51,Health Services and Health Sciences,Healthcare
Medical Dietician,51.2702,51,Health Services and Health Sciences,Healthcare
Medical Illustration/Medical Illustrator,51.2703,51,Health Services and Health Sciences,Healthcare
Naturopathic Medicine,51.2704,51,Health Services and Health Sciences,Healthcare
Psychoanalysis,51.2705,51,Health Services and Health Sciences,Healthcare
Medical Informatics,51.2706,51,Health Services and Health Sciences,Healthcare
"Medical Illustration and Informatics, Other",51.2799,51,Health Services and Health Sciences,Healthcare
Dietetics/Dietitian,51.3101,51,Health Services and Health Sciences,Healthcare
Clinical Nutrition/Nutritionist,51.3102,51,Health Services and Health Sciences,Healthcare
Dietetic Technician,51.3103,51,Health Services and Health Sciences,Healthcare
Dietitian Assistant,51.3104,51,Health Services and Health Sciences,Healthcare
"Dietetics and Clinical Nutrition Services, Other",51.3199,51,Health Services and Health Sciences,Healthcare
Bioethics/Medical Ethics,51.3201,51,Health Services and Health Sciences,Healthcare
"Alternative and Complementary Medicine and Medical Systems, General",51.33,51,Health Services and Health Sciences,Healthcare
Traditional Chinese Medicine and Chinese Herbology,51.3302,51,Health Services and Health Sciences,Healthcare
Naturopathic Medicine/Naturopathy,51.3303,51,Health Services and Health Sciences,Healthcare
Homeopathic Medicine/Homeopathy,51.3304,51,Health Services and Health Sciences,Healthcare
Ayurvedic Medicine/Ayurveda,51.3305,51,Health Services and Health Sciences,Healthcare
Holistic Health,51.3306,51,Health Services and Health Sciences,Healthcare
"Alternative and Complementary Medicine and Medical Systems, Other",51.3399,51,Health Services and Health Sciences,Healthcare
Direct Entry Midwifery,51.3401,51,Health Services and Health Sciences,Healthcare
"Alternative and Complementary Medical Support Services, Other",51.3499,51,Health Services and Health Sciences,Healthcare
Massage Therapy/Therapeutic Massage,51.3501,51,Health Services and Health Sciences,Healthcare
Asian Bodywork Therapy,51.3502,51,Health Services and Health Sciences,Healthcare
Somatic Bodywork,51.3503,51,Health Services and Health Sciences,Healthcare
"Somatic Bodywork and Related Therapeutic Services, Other",51.3599,51,Health Services and Health Sciences,Healthcare
Movement Therapy and Movement Education,51.3601,51,Health Services and Health Sciences,Healthcare
Yoga Teacher Training/Yoga Therapy,51.3602,51,Health Services and Health Sciences,Healthcare
Hypnotherapy/Hypnotherapist,51.3603,51,Health Services and Health Sciences,Healthcare
"Movement and Mind-Body Therapies and Education, Other",51.3699,51,Health Services and Health Sciences,Healthcare
Aromatherapy,51.3701,51,Health Services and Health Sciences,Healthcare
Herbalism/Herbalist,51.3702,51,Health Services and Health Sciences,Healthcare
Polarity Therapy,51.3703,51,Health Services and Health Sciences,Healthcare
Reiki,51.3704,51,Health Services and Health Sciences,Healthcare
"Energy and Biologically Based Therapies, Other",51.3799,51,Health Services and Health Sciences,Healthcare
Registered Nursing/Registered Nurse,51.3801,51,Health Services and Health Sciences,Healthcare
Adult Health Nurse/Nursing,51.3803,51,Health Services and Health Sciences,Healthcare
Nurse Anesthetist,51.3804,51,Health Services and Health Sciences,Healthcare
Family Practice Nurse/Nursing,51.3805,51,Health Services and Health Sciences,Healthcare
Maternal/Child Health and Neonatal Nurse/Nursing,51.3806,51,Health Services and Health Sciences,Healthcare
Nurse Midwife/Nursing Midwifery,51.3807,51,Health Services and Health Sciences,Healthcare
Nursing Science,51.3808,51,Health Services and Health Sciences,Healthcare
Pediatric Nurse/Nursing,51.3809,51,Health Services and Health Sciences,Healthcare
Psychiatric/Mental Health Nurse/Nursing,51.381,51,Health Services and Health Sciences,Healthcare
